company-card-desktop href,company-name,company-description,CTL Vertical,metadata-value 2,Confirmed Solution,Confirmed Sector,Gemini Drawdown Solution,Gemini Drawdown Sector,Perplexity AI Solution,Perplexity AI Topic,company-card-logo src
https://www.climatetechlist.com/company/pyrowave,Pyrowave,Pyrowave closes the loop of polymer lifecycle by bringing plastic waste back to life.,Efficiency & Reduction,Series B,,,Recycled Plastics,,Recycling,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fpyrowave.com&w=640&q=75
https://www.climatetechlist.com/company/qvantum,Qvantum,Qvantum is a comprehensive supplier of innovative and efficient energy solutions.,Efficiency & Reduction,Series B,,,,Electricity,Heat Pumps,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.qvantum.com%2F&w=640&q=75
https://www.climatetechlist.com/company/resynergi,Resynergi,Resynergi focuses on the global problem of waste plastics.,Efficiency & Reduction,Series B,,,Recycled Plastics,,Recycling,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fresynergi.com&w=640&q=75
https://www.climatetechlist.com/company/scipher-technologies,Scipher Technologies,Scipher Technologies is an ESG urban mining through the recycling and recovery of valuable metals and materials sourced from e-waste.,Efficiency & Reduction,Series B,,,Recycling,,Recycling,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fscipher.com.au&w=640&q=75
https://www.climatetechlist.com/company/tau-group,Tau Group,"E-mobility, Sustainable Manufacturing, Advanced Materials, Cleantech, Electrification, Decarbonization",Efficiency & Reduction,Series B,,,Electric Cars,Transportation,Sustainable Manufacturin,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Ftau.group&w=640&q=75
https://www.climatetechlist.com/company/triplew-ltd,TripleW Ltd.,"TripleW upcycles food waste into high-demand, high-value lactic acid, the building block of PLA bioplastics.",Efficiency & Reduction,Series B,,,Bioplastics,,Recycling,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.triplew.co%2F&w=640&q=75
https://www.climatetechlist.com/company/climateai,ClimateAI,"ClimateAI is an enterprise climate platform to help companies reduce, monitor, and adapt to physical climate risks.",Financing & Fintech,Series B,,,,,Climate Risk Assessment and Adaptation,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.climate.ai%2F&w=640&q=75
https://www.climatetechlist.com/company/combocurve,Combocurve,ComboCurve is a Fintech business that focuses on good predictions and cash flow analysis in the energy sector.,Financing & Fintech,Series B,,,,,Energy Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fcombocurve.com&w=640&q=75
https://www.climatetechlist.com/company/descartes-underwriting,Descartes Underwriting,Descartes Underwriting is an insurtech company that specializes in climate risk modeling and data-driven risk transfer.,Financing & Fintech,Series B,,,,,Climate Risk Assessment and Adaptation,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fdescartesunderwriting.com&w=640&q=75
https://www.climatetechlist.com/company/moove,Moove,Moove is a technologically integrated vehicle financing platform for mobility entrepreneurs.,Financing & Fintech,Series B,,,,Transportation,Electric Vehicles,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fmoove.io&w=640&q=75
https://www.climatetechlist.com/company/ncx,NCX,NCX enables corporations to support landowners and their forests through its forest carbon marketplace.,Financing & Fintech,Series B,,,Forest Protection,,Carbon Credits and Offsets,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fncx.com&w=640&q=75
https://www.climatetechlist.com/company/orennia,Orennia,Orennia is a technology company focused on the renewable power sector.,Financing & Fintech,Series B,,,,Electricity,Renewable Energy,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Forennia.com%2F&w=640&q=75
https://www.climatetechlist.com/company/service-1st-financial,Service 1st Financial,Service 1st Financial offers a worry-free home comfort solution for HVAC systems.,Financing & Fintech,Series B,,,,Buildings,Energy Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.service1stfinancial.com%2F&w=640&q=75
https://www.climatetechlist.com/company/mill,Mill,Consumer food dehydrator and accompanying processing service to reclaim residential food waste as chicken feed.,Food & Ag,Series B,,,Reduced Food Waste,,Reduced Food Waste,,https://www.climatetechlist.com/_next/image?url=%2Fcompany_logos%2Fmill.png&w=640&q=75
https://www.climatetechlist.com/company/afresh,Afresh,"Software to forecast demand and manage orders, inventory and operations for fresh produce in grocery stores.",Food & Ag,Series B,,,Reduced Food Waste,,Reduced Food Waste,,https://www.climatetechlist.com/_next/image?url=%2Fcompany_logos%2Fafresh.jpg&w=640&q=75
https://www.climatetechlist.com/company/regrow,Regrow,"Software platform for agronomy and scenario planning with monitoring, reporting, and verification.",Food & Ag,Series B,,,,"Food, Agriculture, and Land Use",Regenerative Annual Cropping,,https://www.climatetechlist.com/_next/image?url=%2Fcompany_logos%2Fregrow.png&w=640&q=75
https://www.climatetechlist.com/company/freight-farms,Freight Farms,Freight Farms offers high-volume crop production units made from upcycled shipping containers to support farming in any climate.,Food & Ag,Series B,,,,"Food, Agriculture, and Land Use",Sustainable Agriculture,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwww.freightfarms.com%2F&w=640&q=75
https://www.climatetechlist.com/company/intelligent-growth-solutions,Intelligent Growth Solutions,"Power, lighting and communications platforms in controlled environments.",Food & Ag,Series B,,,,"Food, Agriculture, and Land Use",Sustainable Agriculture,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fintelligentgrowthsolutions.com&w=640&q=75
https://www.climatetechlist.com/company/oishii-farm,Oishii Farm,Oishii Farm provides indoor vertical farming technology.,Food & Ag,Series B,,,,"Food, Agriculture, and Land Use",Sustainable Agriculture,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.oishii.com&w=640&q=75
https://www.climatetechlist.com/company/upward-farms,Upward Farms,"Upward Farms grows high ecological and quality standard leafy greens and fish to nourish people, families, and the planet.",Food & Ag,Series B,,,,"Food, Agriculture, and Land Use",Sustainable Agriculture,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.eatupwardfarms.com&w=640&q=75
https://www.climatetechlist.com/company/ecorobotix,ecoRobotix,ecoRobotix provides AI powered plant-by-plant recognition and ultra-high precision crop treatment,Food & Ag,Series B,,,,"Food, Agriculture, and Land Use",Sustainable Agriculture,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwww.ecorobotix.com%2F&w=640&q=75
https://www.climatetechlist.com/company/nth-cycle,Nth Cycle,Nth Cycle is a metal processing technology company working with battery recyclers and miners to recover production-grade critical minerals.,Industrials,Series B,,,Recycled Metals,,Recycling,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fnthcycle.com&w=640&q=75
https://www.climatetechlist.com/company/finite-state,Finite State,Finite State provides product and supply chain security for connected devices and critical infrastructure.,Industrials,Series B,,,,,Industrial Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Ffinitestate.io&w=640&q=75
https://www.climatetechlist.com/company/adionics,Adionics,"Adionics provides ionic solutions for salt separations, lithium, and iodide extractions.",Industrials,Series B,,,,Industry,Water Distribution,,https://www.climatetechlist.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Ffavicon.4f7bec82.svg&w=640&q=75
https://www.climatetechlist.com/company/agreena,Agreena,"Agreena is an AgTech startup that manufactures, verifies, and sells carbon credits.",Industrials,Series B,,,,"Food, Agriculture, and Land Use",Carbon Credits and Offsets,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fagreena.com%2F&w=640&q=75
https://www.climatetechlist.com/company/airex-energy,Airex Energy,Airex Energy has successfully developed an exciting new technology for biomass torrefaction.,Industrials,Series B,,,Biochar Production,,Alternative Energy,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fairex-energy.com&w=640&q=75
https://www.climatetechlist.com/company/osprey-informatics,Osprey Informatics,Osprey Informatics provides a computer vision platform that transforms images and video into actionable enterprise intelligence.,Industrials,Series B,,,,,Industrial Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fospreyinformatics.com&w=640&q=75
https://www.climatetechlist.com/company/qio-technologies,QiO Technologies,QiO Technologies is an AI sustainability tech company that provides a sustainability suite to reduce greenhouse gas emissions.,Industrials,Series B,,,,,Energy Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fqio.io&w=640&q=75
https://www.climatetechlist.com/company/scantrust,Scantrust,"A connected goods and packaging platform providing Active Brand Protection, Supply Chain Awareness, and Consumer Engagement benefits.",Industrials,Series B,,,,,Supply Chain Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fscantrust.com&w=640&q=75
https://www.climatetechlist.com/company/sea6-energy,Sea6 Energy,Sea6 Energy is a platform that utilizes the unlimited potential of the oceans in a sustainable and ethical way.,Industrials,Series B,,,Macroalgae Protection and Restoration,,Sustainable Ocean Solutions,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fsea6energy.com%2F&w=640&q=75
https://www.climatetechlist.com/company/xampla,Xampla,"Xampla develops natural, biodegradable materials as sustainable alternatives to traditional plastics.",Industrials,Series B,,,Bioplastics,,Bioplastics,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwww.xampla.com%2F&w=640&q=75
https://www.climatetechlist.com/company/earthoptics,EarthOptics,EarthOptics provides a cloud-based machine learning platform for soil and ground management.,Nature Restoration,Series B,,,,"Food, Agriculture, and Land Use",Sustainable Agriculture,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwww.earthoptics.com%2F&w=640&q=75
https://www.climatetechlist.com/company/detect-technologies,Detect Technologies,"Detect Technologies is as Industrial AI enterprise, increasing industrial productivity with patented hardware and cutting-edge technologies.",Nature Restoration,Series B,,,Methane Leak Management,,Industrial Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fdetecttechnologies.com&w=640&q=75
https://www.climatetechlist.com/company/open-cosmos,Open Cosmos,"Open Cosmos is a space technology company that designs, builds, and operates low-earth orbit satellites, providing data and images.",Nature Restoration,Series B,,,,,Climate Monitoring,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fopen-cosmos.com&w=640&q=75
https://www.climatetechlist.com/company/qube-technologies,Qube Technologies,Qube is developing an IoT device that uses AI to detect and reduce greenhouse gas emissions at oil and gas facilities,Nature Restoration,Series B,,,Methane Leak Management,,Industrial Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fqubeiot.com&w=640&q=75
https://www.climatetechlist.com/company/project-canary,Project Canary,"Project Canary is a B-Corp that reduces GHG emissions and impacts in the energy, waste, and agriculture sectors through sensor measurement.",Other Verticals,Series B,,,Methane Leak Management,,Emissions Reduction,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.projectcanary.com%2F&w=640&q=75
https://www.climatetechlist.com/company/clir-renewables,Clir Renewables,Clir is a renewable energy optimization and reporting software that increases the performance and profitability of renewable plants.,Other Verticals,Series B,,,,Electricity,Renewable Energy,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fclir.eco%2F&w=640&q=75
https://www.climatetechlist.com/company/trustrace,TrusTrace,TrusTrace is a Software as a Service (SaaS) company providing a platform dedicated to product traceability and compliance.,Other Verticals,Series B,,,,,Supply Chain Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwww.trustrace.com%2F&w=640&q=75
https://www.climatetechlist.com/company/kwh-analytics,kWh Analytics,kWh Analytics provides solar asset data and portfolio analytics for the solar industry.,Other Verticals,Series B,,,,Electricity,Solar Power,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fkwhanalytics.com&w=640&q=75
https://www.climatetechlist.com/company/smartcar,Smartcar,Smartcar is the car API for developers. Our platform allows web and mobile apps to locate and unlock cars using simple HTTP requests.,Transportation,Series B,,,,Transportation,Electric Vehicles,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fsmartcar.com&w=640&q=75
https://www.climatetechlist.com/company/heart-aerospace,Heart Aerospace,Heart Aerospace is a Swedish startup making electric regional airplanes.,Transportation,Series B,,,Electric Aviation,,Efficient Aviation,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fheartaerospace.com%2F&w=640&q=75
https://www.climatetechlist.com/company/iontra,Iontra,Iontra offers a charging technology for substantially improving battery performance and safety.,Transportation,Series B,,,,,Energy Storage,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.iontra.com%2F&w=640&q=75
https://www.climatetechlist.com/company/amsl-aero,Amsl Aero,AMSL Aero is a developer of electric vertical take-off and landing aircraft.,Transportation,Series B,,,Electric Aviation,,Efficient Aviation,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fvertiia.com&w=640&q=75
https://www.climatetechlist.com/company/ayro,Ayro,"Ayro is a shipping wind power company which designs and delivers wind propulsion systems such as Oceanwings, for maritime transport.",Transportation,Series B,,,Efficient Ocean Shipping,,Wind Turbines,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fayro.fr&w=640&q=75
https://www.climatetechlist.com/company/chargex,Chargex,ChargeX provides electric car charging solutions.,Transportation,Series B,,,,Transportation,Electric Vehicles,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fchargex.de&w=640&q=75
https://www.climatetechlist.com/company/effenco,Effenco,Effenco is an autotech company specializing in heavy-duty vehicle electrification and connected mobility for the transport industry.,Transportation,Series B,,,Efficient Trucks,,Electric Vehicles,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Feffenco.com&w=640&q=75
https://www.climatetechlist.com/company/h3-dynamics,H3 Dynamics,"H3 Dynamics is a global advanced air mobility technology company enabling digitization, automation, and decarbonisation of flight.",Transportation,Series B,,,Electric Aviation,,Efficient Aviation,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.h3dynamics.com&w=640&q=75
https://www.climatetechlist.com/company/jet-charge,JET Charge,JET Charge is the way in EV charging infrastructure.,Transportation,Series B,,,,Transportation,Electric Vehicles,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwww.jetcharge.com.au%2F&w=640&q=75
https://www.climatetechlist.com/company/maas-global,Maas Global,MaaS Global is a mobility-as-a-service operator that provides its users all types of city transport services in a single app.,Transportation,Series B,,,Public Transit,,Efficient Transportation,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwhimapp.com&w=640&q=75
https://www.climatetechlist.com/company/mojio,Mojio,"Scalable, secure and hardware-agnostic, Mojio is the platform and SaaS provider of choice to build and scale connected mobility services.",Transportation,Series B,,,,Transportation,Efficient Transportation,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fmoj.io&w=640&q=75
https://www.climatetechlist.com/company/oyika,Oyika,Oyika is a motor vehicle company that builds battery swap and charging infrastructure for electric vehicles.,Transportation,Series B,,,,Transportation,Electric Vehicles,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Foyika.com&w=640&q=75
https://www.climatetechlist.com/company/sibros,Sibros,"Sibros offers automotive cloud solutions including OTA software updates, data logging, fleet management, and vehicle analytics.",Transportation,Series B,,,,Transportation,Electric Vehicles,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fsibros.tech&w=640&q=75
https://www.climatetechlist.com/company/voltaero,VoltAero,VoltAero is a unique aircraft with parallel electric-hybrid propulsion.,Transportation,Series B,,,Electric Aviation,,Efficient Aviation,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.voltaero.aero%2F&w=640&q=75
https://www.climatetechlist.com/company/xingxing-mobility,Xingxing Mobility,Xingxing Mobility is an app that offers an electric kickboard sharing service.,Transportation,Series B,,,Electric Bicycles,,Electric Vehicles,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fxingxingmobility.com&w=640&q=75
https://www.climatetechlist.com/company/zeway,ZEWAY,ZEWAY is a developer of mobility solution intended to help people switch to electric scooters for mobility.,Transportation,Series B,,,Electric Bicycles,,Electric Vehicles,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fzeway.com&w=640&q=75
https://www.climatetechlist.com/company/passivelogic,PassiveLogic,"PassiveLogic is engineering an autonomous controls platform for buildings, leveraging physics-based digital twins, generative autonomy, cutting-edge sensors, and more.",Built Environment,Series C,,,Building Automation Systems,,Building Efficiency,,https://www.climatetechlist.com/_next/image?url=%2Fcompany_logos%2Fpassivelogic.png&w=640&q=75
https://www.climatetechlist.com/company/atomberg-technology,Atomberg Technology,Atomberg Technology is a manufacturer of smart and energy-efficient household appliances.,Built Environment,Series C,,,,Buildings,Energy Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fatomberg.com&w=640&q=75
https://www.climatetechlist.com/company/energy-technology-savings,Energy Technology Savings,"A Livingston, N.J.-based energy technology, behavior management and smart building service provider.",Built Environment,Series C,,,,Buildings,Building Efficiency,,https://www.climatetechlist.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Ffavicon.4f7bec82.svg&w=640&q=75
https://www.climatetechlist.com/company/hello-alfred,Hello Alfred,Hello Alfred provides resident-first software and services to deliver in-home support and local experiences.,Built Environment,Series C,,,,,Building Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fhelloalfred.com&w=640&q=75
https://www.climatetechlist.com/company/rhombus-energy-solutions,Rhombus Energy Solutions,"Rhombus Energy Solutions develops and manufactures advanced, high-efficiency power conversion and energy management systems.",Built Environment,Series C,,,,,Energy Storage,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Frhombusenergysolutions.com%2F&w=640&q=75
https://www.climatetechlist.com/company/sense,Sense,Sense specializes in tracking devices and home automation solutions for its customers.,Built Environment,Series C,,,,Buildings,Energy Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fsense.com%2F&w=640&q=75
https://www.climatetechlist.com/company/whisker-labs,Whisker Labs,Whisker Labs provides a smart home DIY sensor and software technology delivering home intelligence and peace of mind.,Built Environment,Series C,,,,Buildings,Energy Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwhiskerlabs.com&w=640&q=75
https://www.climatetechlist.com/company/encamp,Encamp,"Encamp specializes in environmental compliance automation, hazardous material tracking, and environmental data management.",Carbon Accounting/Credits,Series C,,,,,Environmental Management,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.encamp.com%2F&w=640&q=75
https://www.climatetechlist.com/company/blue-planet,Blue Planet,Blue Planet develops technology that uses CO2 as a raw material for making carbonate rocks.,Carbon Removal,Series C,,,Engineered Sinks,,Alternative Building Materials,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.blueplanetsystems.com%2F&w=640&q=75
https://www.climatetechlist.com/company/zap-energy,Zap Energy,"Compact fusion energy, no magnets required.",Clean Energy,Series C,,,Nuclear Power,,,Nuclear Fusion,https://www.climatetechlist.com/_next/image?url=%2Fcompany_logos%2Fzap-energy.jpg&w=640&q=75
https://www.climatetechlist.com/company/gridx,GridX,GridX is a provider of cloud-based business operations support tools to utilities and energy suppliers.,Clean Energy,Series C,,,,Electricity,Energy Distribution,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwww.gridx.com%2F&w=640&q=75
https://www.climatetechlist.com/company/bayotech,BayoTech,"BayoTech provides low cost, low/no carbon hydrogen generation systems for agriculture, fuel cells, and energy industries.",Clean Energy,Series C,,,,Industry,Green Hydrogen Production,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwww.bayotech.us&w=640&q=75
https://www.climatetechlist.com/company/connectder,ConnectDER,ConnectDER make products that integrate power and data from residential scale DERs into the grid.,Clean Energy,Series C,,,Distributed Energy Storage,,Energy Distribution,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2FconnectDER.com&w=640&q=75
https://www.climatetechlist.com/company/ampacimon,Ampacimon,Ampacimon develops dynamic line rating systems for transmission and distribution systems operators.,Clean Energy,Series C,,,Grid Flexibility,,Energy Distribution,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fampacimon.com&w=640&q=75
https://www.climatetechlist.com/company/blue-world-technologies,Blue World Technologies,Blue World Technologies is a fuel cell manufacturer especially in methanol fuel cells as an alternative to non-renewable fuels.,Clean Energy,Series C,,,,Industry,Alternative Fuels,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.blue.world&w=640&q=75
https://www.climatetechlist.com/company/clean-energy-connect,Clean Energy Connect,Clean Energy Connect arranges green electricity solutions to help the corporate customers.,Clean Energy,Series C,,,,Electricity,Renewable Energy,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fcleanenergyconnect.jp&w=640&q=75
https://www.climatetechlist.com/company/energy-everywhere,Energy Everywhere,"Developer of solar technology intended to offer affordable sustainable energy. The company's technology ensures reduced dependence on fossil fuel to generate energy, provides on-site clean generation for commercial and industrial businesses that enables predictable energy costs, and offers...",Clean Energy,Series C,,,Distributed Solar Photovoltaics,,Solar Power,,https://www.climatetechlist.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Ffavicon.4f7bec82.svg&w=640&q=75
https://www.climatetechlist.com/company/h2,H2,H2 is a Korea-based advanced energy storage company specialized in vanadium redox flow battery.,Clean Energy,Series C,,,Utility-Scale Energy Storage,,Energy Storage,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fh2aec.com&w=640&q=75
https://www.climatetechlist.com/company/ionic-materials,Ionic Materials,A materials technology company.,Clean Energy,Series C,,,,Industry,Materials Technology,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fionicmaterials.com&w=640&q=75
https://www.climatetechlist.com/company/minna-electric-power,Minna Electric Power,Minna Electric Power is an Electricity retail service for corporations and individuals company.,Clean Energy,Series C,,,,Electricity,Energy Distribution,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fminden.co.jp&w=640&q=75
https://www.climatetechlist.com/company/nawa-technologies,Nawa Technologies,"NAWA Technologies is a French SME, has developed an innovative, economically competitive Ultra-Fast Carbon battery, applied nanotechnology.",Clean Energy,Series C,,,Electric Cars (batteries),Transportation,Energy Storage,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fnawatechnologies.com&w=640&q=75
https://www.climatetechlist.com/company/ohmium,Ohmium,"Ohmium is a green hydrogen company that manufactures proton exchange membrane systems to produce pressurized, high-purity hydrogen.",Clean Energy,Series C,,,,Industry,Green Hydrogen Production,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fohmium.com%2F&w=640&q=75
https://www.climatetechlist.com/company/qnovo,Qnovo,Battery performance improvement software,Clean Energy,Series C,,,,,Energy Storage,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwww.qnovo.com&w=640&q=75
https://www.climatetechlist.com/company/raiven,Raiven,"Developer of a procurement platform that helps businesses source and procure smarter and more efficiently. The company's cloud-based platform is a marketplace that allows clients to add and access preferred suppliers and manages their purchasing and sourcing process, enabling contractors,...",Clean Energy,Series C,,,,,Sustainable Procurement,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fraiven.com&w=640&q=75
https://www.climatetechlist.com/company/replicated,Replicated,Replicated provides a platform for delivering and managing Kubernetes applications in any environment.,Clean Energy,Series C,,,,,Software Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Freplicated.com&w=640&q=75
https://www.climatetechlist.com/company/techsee,Techsee,TechSee builds smart visual platforms that enable service providers to interact with the customer via a live virtual channel.,Clean Energy,Series C,,,,,Energy Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Ftechsee.me&w=640&q=75
https://www.climatetechlist.com/company/tsubame-bhb,Tsubame Bhb,Tsubame BHB is a technology company for the innovative ammonia synthesis catalyst in commercial-stage.,Clean Energy,Series C,,,,Industry,Alternative Fuels,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Ftsubame-bhb.co.jp&w=640&q=75
